Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
993,tt5761478,4/19/17,4/19/17,,"Harlots",https://www.imdb.com/title/tt5761478/,TV Series,7.7,45,2017,"Drama",10435,3/29/17,,,
994,tt0039417,4/19/17,4/19/17,,"Germany Year Zero",https://www.imdb.com/title/tt0039417/,Movie,7.8,78,1949,"Drama",13621,9/19/49,"Roberto Rossellini",,
995,tt0045251,4/19/17,4/19/17,,"Othello",https://www.imdb.com/title/tt0045251/,Movie,7.5,90,1955,"Drama, Romance",9410,9/12/55,"Orson Welles",,
996,tt0113429,4/19/17,4/19/17,,"Institute Benjamenta, or This Dream That One Calls Human Life",https://www.imdb.com/title/tt0113429/,Movie,7.0,105,1996,"Drama",2028,8/23/96,"Stephen Quay, Timothy Quay, Weiser Quay",,
997,tt0057363,4/19/17,4/19/17,,"The Insect Woman",https://www.imdb.com/title/tt0057363/,Movie,7.4,123,1963,"Drama",2481,11/16/63,"Shôhei Imamura",,
998,tt0097694,4/19/17,4/19/17,,"Black Rain",https://www.imdb.com/title/tt0097694/,Movie,7.9,123,1990,"Drama, War",3909,2/1/90,"Shôhei Imamura",,
999,tt4883758,4/19/17,4/19/17,,"A Cappella",https://www.imdb.com/title/tt4883758/,Movie,6.2,132,2016,"Drama",112,3/26/16,"Hitoshi Yazaki",,
1000,tt0089916,4/19/17,4/19/17,,"Ri Chu",https://www.imdb.com/title/tt0089916/,Movie,8.5,149,1985,"Drama",76,1985,"Benzheng Yu",,
1001,tt1896788,4/21/17,4/21/17,,"My Little Princess",https://www.imdb.com/title/tt1896788/,Movie,6.3,105,2011,"Drama",1875,6/29/11,"Eva Ionesco",,
1002,tt1454910,4/21/17,4/21/17,,"Copacabana",https://www.imdb.com/title/tt1454910/,Movie,6.7,107,2010,"Comedy",1739,7/7/10,"Marc Fitoussi",,
1003,tt1446714,4/24/17,4/24/17,,"Prometheus",https://www.imdb.com/title/tt1446714/,Movie,7.0,124,2012,"Adventure, Mystery, Sci-Fi",641523,6/8/12,"Ridley Scott",,
1004,tt5673782,4/26/17,4/26/17,,"Genius",https://www.imdb.com/title/tt5673782/,TV Series,8.2,43,2017,"Biography, Drama, History",20054,4/25/17,,,
1005,tt0117631,4/26/17,4/26/17,,"Shine",https://www.imdb.com/title/tt0117631/,Movie,7.6,105,1997,"Biography, Drama, Music, Romance",56541,2/14/97,"Scott Hicks",,
1006,tt0180073,4/26/17,4/26/17,,"Quills",https://www.imdb.com/title/tt0180073/,Movie,7.2,124,2000,"Biography, Drama",56602,12/15/00,"Philip Kaufman",,
1007,tt0286486,5/15/17,5/15/17,,"The Shield",https://www.imdb.com/title/tt0286486/,TV Series,8.7,47,2002,"Crime, Drama, Thriller",87540,3/12/02,,,
1008,tt2592808,6/1/17,6/1/17,,"Love 911",https://www.imdb.com/title/tt2592808/,Movie,6.9,120,2012,"Comedy, Drama, Romance",2986,12/19/12,"Gi-hoon Jeong",,
1009,tt3631112,6/1/17,6/1/17,,"The Girl on the Train",https://www.imdb.com/title/tt3631112/,Movie,6.5,112,2016,"Crime, Drama, Mystery, Thriller",198662,10/7/16,"Tate Taylor",,
1010,tt3277624,6/7/17,6/7/17,,"Creative Control",https://www.imdb.com/title/tt3277624/,Movie,5.4,97,2016,"Drama, Sci-Fi",2280,3/11/16,"Benjamin Dickinson",,
1011,tt4899370,6/11/17,6/11/17,,"Megan Leavey",https://www.imdb.com/title/tt4899370/,Movie,7.1,116,2017,"Action, Biography, Drama, History, War",26150,6/9/17,"Gabriela Cowperthwaite",,
1012,tt0113627,6/27/17,6/27/17,,"Leaving Las Vegas",https://www.imdb.com/title/tt0113627/,Movie,7.5,111,1996,"Drama, Romance",133940,2/9/96,"Mike Figgis",,
1013,tt0268126,6/27/17,6/27/17,,"Adaptation.",https://www.imdb.com/title/tt0268126/,Movie,7.7,115,2003,"Comedy, Drama",202290,2/14/03,"Spike Jonze",,
1014,tt3560060,7/13/17,7/13/17,,"CSI: Cyber",https://www.imdb.com/title/tt3560060/,TV Series,5.5,44,2015,"Crime, Drama, Mystery, Thriller",11639,3/4/15,,,
1015,tt0063350,7/26/17,7/26/17,,"Night of the Living Dead",https://www.imdb.com/title/tt0063350/,Movie,7.8,96,1968,"Horror, Thriller",138473,10/4/68,"George A. Romero",,
1016,tt1667439,8/2/17,8/2/17,,"Private Peaceful",https://www.imdb.com/title/tt1667439/,Movie,6.2,102,2012,"Drama, War",1708,10/12/12,"Pat O'Connor",,
1017,tt2081880,8/3/17,8/3/17,,"National Theatre Live: Collaborators",https://www.imdb.com/title/tt2081880/,Movie,8.2,124,2011,"Comedy, Drama",22,12/1/11,"Nicholas Hytner, Ross MacGibbon",,
1018,tt5074352,8/5/17,8/5/17,,"Dangal",https://www.imdb.com/title/tt5074352/,Movie,8.3,161,2016,"Action, Biography, Drama, Sport",209064,12/21/16,"Nitesh Tiwari",,
1019,tt2278871,8/9/17,8/9/17,,"Blue Is the Warmest Colour",https://www.imdb.com/title/tt2278871/,Movie,7.7,180,2013,"Drama, Romance",162432,10/9/13,"Abdellatif Kechiche",,
1020,tt5175450,8/30/17,8/30/17,,"Mark Felt: The Man Who Brought Down the White House",https://www.imdb.com/title/tt5175450/,Movie,6.4,103,2017,"Biography, Drama, History, Thriller",14630,9/29/17,"Peter Landesman",,
1021,tt0040522,8/30/17,8/30/17,,"Bicycle Thieves",https://www.imdb.com/title/tt0040522/,Movie,8.3,89,1949,"Drama",174346,12/13/49,"Vittorio De Sica",,
1022,tt5013056,8/30/17,8/30/17,,"Dunkirk",https://www.imdb.com/title/tt5013056/,Movie,7.8,106,2017,"Action, Drama, History, Thriller, War",734925,7/21/17,"Christopher Nolan",,
1023,tt0109707,9/8/17,9/8/17,,"Ed Wood",https://www.imdb.com/title/tt0109707/,Movie,7.8,127,1994,"Biography, Comedy, Drama",183487,10/7/94,"Tim Burton",,
1024,tt0113986,9/13/17,9/13/17,,"Nine Months",https://www.imdb.com/title/tt0113986/,Movie,5.5,103,1995,"Comedy, Romance",38508,7/12/95,"Chris Columbus",,
1025,tt4136084,9/13/17,9/13/17,,"Florence Foster Jenkins",https://www.imdb.com/title/tt4136084/,Movie,6.8,111,2016,"Biography, Comedy, Drama, Music",59374,8/12/16,"Stephen Frears",,
1026,tt6515568,9/18/17,9/18/17,,"National Theatre Live: The Deep Blue Sea",https://www.imdb.com/title/tt6515568/,Movie,7.8,160,2016,"Drama",329,9/1/16,"Carrie Cracknell, Matthew Amos",,
1027,tt4769824,9/19/17,9/19/17,,"In This Corner (and Other Corners) of the World",https://www.imdb.com/title/tt4769824/,Movie,7.8,129,2016,"Animation, Drama, Family, History, War",12372,11/12/16,"Sunao Katabuchi",,
1028,tt0381392,9/22/17,9/22/17,,"Ma mère",https://www.imdb.com/title/tt0381392/,Movie,5.0,110,2004,"Drama, Romance",7564,5/19/04,"Christophe Honoré",,
1029,tt1987680,9/24/17,9/24/17,,"The Upside",https://www.imdb.com/title/tt1987680/,Movie,7.0,126,2019,"Comedy, Drama",63129,1/11/19,"Neil Burger",,
1030,tt1292566,9/24/17,9/24/17,,"How to Be Single",https://www.imdb.com/title/tt1292566/,Movie,6.1,110,2016,"Comedy, Drama, Romance",93588,2/12/16,"Christian Ditter",,
1031,tt6540078,9/29/17,9/29/17,,"The Child in Time",https://www.imdb.com/title/tt6540078/,TV Movie,6.1,82,2018,"Drama",5182,4/1/18,"Julian Farino",,
1032,tt1302006,10/19/17,10/19/17,,"The Irishman",https://www.imdb.com/title/tt1302006/,Movie,7.8,209,2019,"Biography, Crime, Drama",428491,11/27/19,"Martin Scorsese",,
1033,tt2051879,10/26/17,10/26/17,,"Europa Report",https://www.imdb.com/title/tt2051879/,Movie,6.4,90,2013,"Adventure, Drama, Mystery, Sci-Fi, Thriller",75281,6/27/13,"Sebastián Cordero",,
1034,tt4939064,10/26/17,10/26/17,,"Mars",https://www.imdb.com/title/tt4939064/,TV Series,7.4,60,2016,"Adventure, Drama, Sci-Fi",15176,11/14/16,,,
1035,tt3616916,10/29/17,10/29/17,,"The Wave",https://www.imdb.com/title/tt3616916/,Movie,6.6,105,2015,"Action, Drama, Thriller",42535,8/28/15,"Roar Uthaug",,
1036,tt0093668,10/29/17,10/29/17,,"Pathfinder",https://www.imdb.com/title/tt0093668/,Movie,7.2,86,1989,"Action, Adventure, Drama",5570,4/7/89,"Nils Gaup",,
1037,tt4714782,10/30/17,10/30/17,,"Personal Shopper",https://www.imdb.com/title/tt4714782/,Movie,6.1,105,2017,"Mystery, Thriller",43069,3/10/17,"Olivier Assayas",,
1038,tt4468634,10/30/17,10/30/17,,"Certain Women",https://www.imdb.com/title/tt4468634/,Movie,6.4,107,2017,"Drama",15437,2/22/17,"Kelly Reichardt",,
1039,tt3289728,10/30/17,10/30/17,,"Equals",https://www.imdb.com/title/tt3289728/,Movie,6.0,101,2016,"Drama, Romance, Sci-Fi",32708,5/26/16,"Drake Doremus",,
1040,tt7139936,10/30/17,10/30/17,,"A Rainy Day in New York",https://www.imdb.com/title/tt7139936/,Movie,6.5,92,2020,"Comedy, Romance",50901,11/10/20,"Woody Allen",,
1041,tt7473890,10/31/17,10/31/17,,"King Lear",https://www.imdb.com/title/tt7473890/,TV Movie,6.2,115,2018,"Drama",4270,9/28/18,"Richard Eyre",,
1042,tt4276820,11/5/17,11/5/17,,"The Founder",https://www.imdb.com/title/tt4276820/,Movie,7.2,115,2017,"Biography, Drama",175253,1/20/17,"John Lee Hancock",,
1043,tt4915702,11/15/17,11/15/17,,"The Walker",https://www.imdb.com/title/tt4915702/,TV Series,6.3,,2015,"Comedy",84,7/23/15,,,
1044,tt3230854,11/17/17,11/17/17,,"The Expanse",https://www.imdb.com/title/tt3230854/,TV Series,8.5,60,2015,"Drama, Mystery, Sci-Fi",170911,11/23/15,,,
1045,tt3416744,11/22/17,11/22/17,,"The End of the Tour",https://www.imdb.com/title/tt3416744/,Movie,7.2,106,2015,"Biography, Drama",32493,8/14/15,"James Ponsoldt",,
1046,tt6047844,11/28/17,11/28/17,,"Torchbearer",https://www.imdb.com/title/tt6047844/,Movie,2.3,94,2016,"Documentary",297,10/7/16,"Steve Bannon",,
1047,tt3177316,12/15/17,12/15/17,,"Honeymoon",https://www.imdb.com/title/tt3177316/,Movie,5.7,87,2014,"Drama, Fantasy, Horror, Mystery, Romance, Sci-Fi, Thriller",27421,9/12/14,"Leigh Janiak",,
1048,tt2592094,12/15/17,12/15/17,,"Believe",https://www.imdb.com/title/tt2592094/,TV Series,7.0,43,2014,"Drama, Fantasy, Sci-Fi",15059,3/10/14,,,
1049,tt4643084,12/15/17,12/15/17,,"Counterpart",https://www.imdb.com/title/tt4643084/,TV Series,8.0,60,2017,"Drama, Sci-Fi, Thriller",30734,12/10/17,,,
1050,tt6294822,12/15/17,12/15/17,,"The Post",https://www.imdb.com/title/tt6294822/,Movie,7.2,116,2018,"Biography, Drama, History, Thriller, War",161444,1/12/18,"Steven Spielberg",,
1051,tt4547948,12/16/17,12/16/17,,"The Three-Body Problem: I",https://www.imdb.com/title/tt4547948/,Movie,,,,"Mystery, Sci-Fi, Thriller",0,,"Fanfan Zhang",,
1052,tt5726616,12/19/17,12/19/17,,"Call Me by Your Name",https://www.imdb.com/title/tt5726616/,Movie,7.8,132,2018,"Drama, Romance",311972,1/19/18,"Luca Guadagnino",,
1053,tt2665206,12/20/17,12/20/17,,"How to Describe a Cloud",https://www.imdb.com/title/tt2665206/,Movie,6.7,80,2013,"Drama",107,10/12/13,"David Verbeek",,
1054,tt0419515,12/23/17,12/23/17,,"Chi to hone",https://www.imdb.com/title/tt0419515/,Movie,7.0,140,2004,"Drama",2126,11/6/04,"Yôichi Sai",,
1055,tt7003952,12/25/17,12/25/17,,"A Gentle Night",https://www.imdb.com/title/tt7003952/,Short,6.9,15,2017,"Short, Drama",317,10/4/17,"Qiu Yang",,
1056,tt4048050,3/15/18,3/15/18,,"My Golden Days",https://www.imdb.com/title/tt4048050/,Movie,6.7,123,2015,"Drama, Romance",3789,5/20/15,"Arnaud Desplechin",,
1057,tt5027774,3/30/18,3/30/18,,"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/,Movie,8.1,115,2017,"Comedy, Crime, Drama",552053,12/1/17,"Martin McDonagh",,
1058,tt1931533,3/30/18,3/30/18,,"Seven Psychopaths",https://www.imdb.com/title/tt1931533/,Movie,7.1,110,2012,"Comedy, Crime",273111,10/12/12,"Martin McDonagh",,
1059,tt4721400,4/4/18,4/4/18,,"From Afar",https://www.imdb.com/title/tt4721400/,Movie,6.6,93,2016,"Drama, Romance",4043,9/2/16,"Lorenzo Vigas",,
1060,tt0204993,4/4/18,4/4/18,,"Dark Angel",https://www.imdb.com/title/tt0204993/,TV Series,7.3,60,2000,"Action, Drama, Mystery, Sci-Fi",34475,10/3/00,,,
1061,tt7022720,4/7/18,4/7/18,,"The Taste of Rice Flower",https://www.imdb.com/title/tt7022720/,Movie,6.9,102,2018,"Drama",134,4/20/18,"Peng Fei Song",,
1062,tt0079986,4/27/18,4/27/18,,"The Tale of Tales",https://www.imdb.com/title/tt0079986/,Short,7.8,29,1979,"Animation, Short",4107,1979,"Yuri Norstein",,
1063,tt2319760,5/2/18,5/2/18,,"Girlfriend Boyfriend",https://www.imdb.com/title/tt2319760/,Movie,7.0,106,2012,"Drama, Romance",2118,8/3/12,"Ya-che Yang",,
1064,tt7143590,5/16/18,5/16/18,,"Whisper of the Heart III",https://www.imdb.com/title/tt7143590/,Movie,,82,2017,"Adventure, Biography, Drama, Fantasy, Romance",0,6/24/17,"Siyang Li",,
1065,tt0069293,5/21/18,5/21/18,,"Solaris",https://www.imdb.com/title/tt0069293/,Movie,8.0,167,1972,"Drama, Mystery, Sci-Fi",97777,9/26/72,"Andrei Tarkovsky",,
1066,tt2400275,6/1/18,6/1/18,,"Goodbye to Language",https://www.imdb.com/title/tt2400275/,Movie,5.8,70,2014,"Drama, Fantasy",6287,5/28/14,"Jean-Luc Godard",,
1067,tt3521126,6/21/18,6/21/18,,"The Disaster Artist",https://www.imdb.com/title/tt3521126/,Movie,7.3,104,2017,"Biography, Comedy, Drama",163652,12/8/17,"James Franco",,
1068,tt0086216,8/5/18,8/5/18,,"Rumble Fish",https://www.imdb.com/title/tt0086216/,Movie,7.1,94,1983,"Crime, Drama, Romance",37374,10/21/83,"Francis Ford Coppola",,
1069,tt0130010,8/9/18,8/9/18,,"Hustruskolan",https://www.imdb.com/title/tt0130010/,TV Movie,5.8,108,1983,"Drama",128,12/25/83,"Ingmar Bergman",,
1070,tt8804284,8/24/18,8/24/18,,"American Dharma",https://www.imdb.com/title/tt8804284/,Movie,7.0,95,2019,"Documentary, Biography",970,11/1/19,"Errol Morris",,
1071,tt6083230,8/24/18,8/24/18,,"Little Forest",https://www.imdb.com/title/tt6083230/,Movie,7.3,103,2018,"Drama",3838,2/28/18,"Soon-rye Yim",,
1072,tt8071308,10/9/18,10/9/18,,"The Shadow Play",https://www.imdb.com/title/tt8071308/,Movie,6.6,125,2023,"Crime, Drama, Mystery, Thriller",1493,1/20/23,"Ye Lou",,
1073,tt0298780,10/21/18,10/21/18,,"Büyük Adam Küçük Ask",https://www.imdb.com/title/tt0298780/,Movie,7.6,120,2001,"Drama",1808,10/19/01,"Handan Ipekçi",,
1074,tt2758880,10/21/18,10/21/18,,"Winter Sleep",https://www.imdb.com/title/tt2758880/,Movie,8.0,196,2014,"Drama",55326,6/13/14,"Nuri Bilge Ceylan",,
1075,tt1233381,10/21/18,10/21/18,,"Three Monkeys",https://www.imdb.com/title/tt1233381/,Movie,7.3,109,2008,"Drama",22911,9/12/08,"Nuri Bilge Ceylan",,
1076,tt0143334,10/21/18,10/21/18,,"The Small Town",https://www.imdb.com/title/tt0143334/,Movie,7.0,85,1997,"Drama",6557,11/28/97,"Nuri Bilge Ceylan",,
1077,tt0231931,10/21/18,10/21/18,,"Cocoon",https://www.imdb.com/title/tt0231931/,Short,6.7,20,1995,"Short",2861,5/1995,"Nuri Bilge Ceylan",,
1078,tt0097278,11/11/18,11/11/18,,"Winter's Child",https://www.imdb.com/title/tt0097278/,Movie,6.0,84,1989,"Drama",273,6/14/89,"Olivier Assayas",,
1079,tt1827487,11/13/18,11/13/18,,"Once Upon a Time in Anatolia",https://www.imdb.com/title/tt1827487/,Movie,7.8,157,2011,"Crime, Drama, Thriller",50032,9/23/11,"Nuri Bilge Ceylan",,
1080,tt7913172,1/20/19,1/20/19,,"Grass",https://www.imdb.com/title/tt7913172/,Movie,6.8,66,2018,"Drama",1438,10/25/18,"Hong Sang-soo",,
1081,tt6462506,1/20/19,1/20/19,,"The Day After",https://www.imdb.com/title/tt6462506/,Movie,6.9,92,2017,"Drama, Romance",2494,7/6/17,"Hong Sang-soo",,
1082,tt9573980,3/8/19,3/8/19,,"Leaving Neverland",https://www.imdb.com/title/tt9573980/,Movie,7.0,240,2019,"Documentary",31025,3/8/19,"Dan Reed",,
1083,tt3415724,4/13/19,4/13/19,,"Na dne",https://www.imdb.com/title/tt3415724/,Movie,5.9,131,2014,"Drama",36,8/14/14,"Vladimir Kott",,
1084,tt9861332,5/18/19,5/18/19,,"One Red Nose and a Wedding",https://www.imdb.com/title/tt9861332/,TV Short,6.6,12,2019,"Short, Comedy",838,5/23/19,"Mike Newell",,
1085,tt3825638,6/7/19,6/7/19,,"Labyrinth of Lies",https://www.imdb.com/title/tt3825638/,Movie,7.3,124,2014,"Drama, History",13943,11/6/14,"Giulio Ricciarelli",,
1086,tt0109235,7/25/19,7/25/19,,"Back to Back, Face to Face",https://www.imdb.com/title/tt0109235/,Movie,8.2,148,1994,"Drama",725,9/10/94,"Jianxin Huang, Yazhou Yang",9,4/6/21
1087,tt8637428,7/27/19,7/27/19,,"The Farewell",https://www.imdb.com/title/tt8637428/,Movie,7.5,100,2019,"Comedy, Drama",70736,8/9/19,"Lulu Wang",,
1088,tt4736550,7/30/19,7/30/19,,"The Great Hack",https://www.imdb.com/title/tt4736550/,Movie,7.0,114,2019,"Documentary, Biography, History",24946,7/24/19,"Karim Amer, Jehane Noujaim",,
1089,tt10394800,7/30/19,7/30/19,,"The Planets",https://www.imdb.com/title/tt10394800/,TV Mini Series,9.0,,2019,"Documentary",3819,5/28/19,,,
1090,tt0123302,8/2/19,8/2/19,,"Tokyo biyori",https://www.imdb.com/title/tt0123302/,Movie,6.8,121,1997,"Biography, Drama",308,10/18/97,"Naoto Takenaka",,
1091,tt0109059,8/2/19,8/2/19,,"A New Love in Tokyo",https://www.imdb.com/title/tt0109059/,Movie,6.2,115,1994,"Drama, Romance",550,12/17/94,"Banmei Takahashi",,
1092,tt0074312,8/2/19,8/2/19,,"Chinese Roulette",https://www.imdb.com/title/tt0074312/,Movie,7.2,86,1977,"Drama, Thriller",4694,3/30/77,"Rainer Werner Fassbinder",,
1093,tt7286456,8/4/19,8/4/19,,"Joker",https://www.imdb.com/title/tt7286456/,Movie,8.4,122,2019,"Crime, Drama, Thriller",1470828,10/4/19,"Todd Phillips",,
1094,tt1190634,8/6/19,8/6/19,,"The Boys",https://www.imdb.com/title/tt1190634/,TV Series,8.7,60,2019,"Action, Comedy, Crime, Drama, Sci-Fi",639945,7/26/19,,,
1095,tt7342838,8/6/19,8/6/19,,"Leto",https://www.imdb.com/title/tt7342838/,Movie,7.3,126,2019,"Biography, Drama, History, Music, Romance",7907,6/7/19,"Kirill Serebrennikov",,
1096,tt3472226,8/6/19,8/6/19,,"Kung Fury",https://www.imdb.com/title/tt3472226/,Short,8.0,31,2015,"Short, Action, Comedy, Fantasy, Sci-Fi",62275,5/28/15,"David Sandberg",,
1097,tt8506714,8/7/19,8/7/19,,"Wonders in the Suburbs",https://www.imdb.com/title/tt8506714/,Movie,3.9,109,2020,"Comedy",252,8/19/20,"Jeanne Balibar",,
1098,tt0106642,8/7/19,8/7/19,,"From the East",https://www.imdb.com/title/tt0106642/,Movie,7.2,107,1993,"Documentary",940,10/1993,"Chantal Akerman",,
1099,tt10712576,8/7/19,8/7/19,,"Arguments",https://www.imdb.com/title/tt10712576/,Movie,7.6,108,2019,"Documentary",30,8/12/19,"Olivier Zabat",,
1100,tt7529770,8/19/19,8/19/19,,"Miracle Workers",https://www.imdb.com/title/tt7529770/,TV Series,7.1,22,2019,"Comedy, Drama, Fantasy, Romance",18629,2/8/19,,,
1101,tt8497794,8/31/19,8/31/19,,"Still Human",https://www.imdb.com/title/tt8497794/,Movie,7.6,115,2019,"Drama",1696,4/11/19,"Oliver Siu Kuen Chan",,
1102,tt10147382,9/24/19,9/24/19,,"My People, My Country",https://www.imdb.com/title/tt10147382/,Movie,6.3,154,2019,"Drama, History",2213,10/1/19,"Kaige Chen, Hu Guan, Hao Ning, Muye Wen, Zheng Xu, Xiaolu Xue, Yibai Zhang",,
1103,tt0074270,9/29/19,9/29/19,,"The Call of the Wild",https://www.imdb.com/title/tt0074270/,TV Movie,6.1,99,1976,"Adventure",155,5/22/76,"Jerry Jameson",,
1104,tt8060472,10/1/19,10/1/19,,"Hope Frozen",https://www.imdb.com/title/tt8060472/,Movie,6.5,75,2020,"Documentary, Drama",638,9/15/20,"Pailin Wedel",,
1105,tt0058604,10/9/19,10/9/19,,"I Am Cuba",https://www.imdb.com/title/tt0058604/,Movie,8.2,141,1995,"Drama",10576,12/1995,"Mikhail Kalatozov",,
1106,tt0058946,10/9/19,10/9/19,,"The Battle of Algiers",https://www.imdb.com/title/tt0058946/,Movie,8.1,121,1967,"Drama, War",65297,9/20/67,"Gillo Pontecorvo",,
1107,tt0460791,11/24/19,11/24/19,,"The Fall",https://www.imdb.com/title/tt0460791/,Movie,7.8,117,2008,"Adventure, Drama, Fantasy",116424,5/30/08,"Tarsem Singh",,
1108,tt4653370,11/27/19,11/27/19,,"Innocence of Memories",https://www.imdb.com/title/tt4653370/,Movie,7.2,97,2016,"Documentary, Drama",400,1/29/16,"Grant Gee",,
1109,tt2584384,12/8/19,12/8/19,,"Jojo Rabbit",https://www.imdb.com/title/tt2584384/,Movie,7.9,108,2019,"Comedy, Drama, War",438010,11/8/19,"Taika Waititi",,
1110,tt0097243,1/5/20,1/5/20,,"A Dry White Season",https://www.imdb.com/title/tt0097243/,Movie,7.0,106,1989,"Drama, Thriller",6124,9/20/89,"Euzhan Palcy",,
1111,tt0013257,1/5/20,1/5/20,,"Häxan",https://www.imdb.com/title/tt0013257/,Movie,7.6,91,1929,"Documentary, Fantasy, Horror",16577,5/27/29,"Benjamin Christensen",,
1112,tt0087606,1/11/20,1/11/20,,"The Legend of Suram Fortress",https://www.imdb.com/title/tt0087606/,Movie,7.3,88,1986,"Drama",2157,12/3/86,"Sergei Parajanov, Dodo Abashidze",,
1113,tt0119657,1/27/20,1/27/20,,"Men with Guns",https://www.imdb.com/title/tt0119657/,Movie,7.6,127,1998,"Adventure, Drama",2880,3/27/98,"John Sayles",,
1114,tt2764598,2/23/20,2/23/20,,"Eine andere Zeit",https://www.imdb.com/title/tt2764598/,TV Episode,8.1,91,2014,"Action, Drama, History, War",926,5/6/14,"Philipp Kadelbach",,
1115,tt1728616,2/28/20,2/28/20,,"Dau",https://www.imdb.com/title/tt1728616/,Movie,4.5,330,2019,"Biography, Drama, History",178,1/24/19,"Ilya Khrzhanovskiy",,
1116,tt5735804,3/13/20,3/13/20,,"Peshmerga",https://www.imdb.com/title/tt5735804/,Movie,3.8,92,2016,"Documentary, War",616,6/8/16,"Bernard-Henri Lévy",,
1117,tt5606664,3/21/20,3/21/20,,"Doctor Sleep",https://www.imdb.com/title/tt5606664/,Movie,7.3,152,2019,"Drama, Fantasy, Horror, Thriller",217095,11/8/19,"Mike Flanagan",,
1118,tt3155320,3/22/20,3/22/20,,"Extant",https://www.imdb.com/title/tt3155320/,TV Series,6.5,42,2014,"Drama, Sci-Fi, Thriller",24783,7/9/14,,,
1119,tt1824932,10/30/20,10/30/20,,"Song Without a Name",https://www.imdb.com/title/tt1824932/,Movie,7.0,97,2020,"Drama",1143,8/7/20,"Melina León",,
1120,tt7440726,12/31/20,12/31/20,,"Your Honor",https://www.imdb.com/title/tt7440726/,TV Series,7.6,57,2020,"Crime, Drama, Thriller",64921,12/6/20,,,
1121,tt1392249,12/31/20,12/31/20,,"Night and Fog",https://www.imdb.com/title/tt1392249/,Movie,7.1,122,2009,"Crime, Drama",592,5/14/09,"Ann Hui",,
1122,tt10796286,4/8/21,4/8/21,,"Dear Comrades!",https://www.imdb.com/title/tt10796286/,Movie,7.4,121,2021,"Drama, History",5830,2/5/21,"Andrey Konchalovskiy",,
1123,tt13212046,9/20/21,9/20/21,,"The Story of Southern Islet",https://www.imdb.com/title/tt13212046/,Movie,6.7,105,2021,"Drama, Fantasy",378,4/1/21,"Keat Aun Chong",,
1124,tt0071615,10/31/21,10/31/21,,"The Holy Mountain",https://www.imdb.com/title/tt0071615/,Movie,7.8,114,1975,"Adventure, Drama, Fantasy",47678,7/11/75,"Alejandro Jodorowsky",,
1125,tt2301592,10/31/21,10/31/21,,"The Dance of Reality",https://www.imdb.com/title/tt2301592/,Movie,7.5,133,2013,"Biography, Drama, Fantasy",9489,9/4/13,"Alejandro Jodorowsky",,
1126,tt0061643,10/31/21,10/31/21,,"Fando and Lis",https://www.imdb.com/title/tt0061643/,Movie,6.7,93,1972,"Adventure, Fantasy",6339,6/8/72,"Alejandro Jodorowsky",,
1127,tt8282042,2/25/22,2/25/22,,"Donbass",https://www.imdb.com/title/tt8282042/,Movie,6.6,122,2018,"Drama",4905,8/30/18,"Sergey Loznitsa",,
1128,tt0111845,4/16/22,4/16/22,,"Through the Olive Trees",https://www.imdb.com/title/tt0111845/,Movie,7.7,103,1995,"Drama",9880,1/25/95,"Abbas Kiarostami",,
